,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,0.520531339,0.509158377,0.498072996,0.487275197,0.47676498,0.466542344,0.456607289,0.446959816,0.437599925,0.428527615,0.419742886,0.411245739,0.403036174,0.39511419,0.387479787,0.380132966,0.373073727,0.366302069,0.359817992,0.353621497,0.347712583,0.342091251,0.336757501,0.331711332,0.326952744,0.322481738,0.318298313,0.31440247,0.310794209,0.307473528,0.30444043
11,0.494633285,0.484240323,0.474134942,0.464317143,0.454786926,0.44554429,0.436589235,0.427921762,0.419541871,0.411449561,0.403644832,0.396127685,0.38889812,0.381956136,0.375301733,0.368934912,0.362855673,0.357064014,0.351559938,0.346343443,0.341414529,0.336773197,0.332419447,0.328353277,0.32457469,0.321083684,0.317880259,0.314964416,0.312336154,0.309995474,0.307942376
12,0.469798322,0.46038536,0.45125998,0.442422181,0.433871963,0.425609327,0.417634273,0.4099468,0.402546908,0.395434598,0.38860987,0.382072723,0.375823157,0.369861173,0.364186771,0.35879995,0.35370071,0.348889052,0.344364976,0.34012848,0.336179567,0.332518235,0.329144484,0.326058315,0.323259728,0.320748721,0.318525297,0.316589454,0.314941192,0.313580512,0.312507413
13,0.446026452,0.43759349,0.429448109,0.42159031,0.414020093,0.406737457,0.399742402,0.393034929,0.386615038,0.380482728,0.374637999,0.369080852,0.363811287,0.358829303,0.3541349,0.349728079,0.345608839,0.341777181,0.338233105,0.33497661,0.332007696,0.329326364,0.326932614,0.324826444,0.323007857,0.321476851,0.320233426,0.319277583,0.318609321,0.318228641,0.318135543
14,0.423317673,0.415864711,0.40869933,0.401821531,0.395231314,0.388928678,0.382913623,0.37718615,0.371746259,0.366593949,0.36172922,0.357152073,0.352862508,0.348860524,0.345146121,0.3417193,0.338580061,0.335728402,0.333164326,0.330887831,0.328898917,0.327197585,0.325783835,0.324657665,0.323819078,0.323268072,0.323004647,0.323028804,0.323340542,0.323939862,0.324826764
15,0.401671986,0.395199024,0.389013643,0.383115844,0.377505627,0.372182991,0.367147936,0.362400463,0.357940572,0.353768262,0.349883533,0.346286386,0.34297682,0.339954836,0.337220434,0.334773613,0.332614373,0.330742715,0.329158639,0.327862144,0.32685323,0.326131898,0.325698147,0.325551978,0.325693391,0.326122385,0.32683896,0.327843117,0.329134855,0.330714175,0.332581076
16,0.38108939,0.375596428,0.370391048,0.365473249,0.360843031,0.356500395,0.352445341,0.348677868,0.345197976,0.342005666,0.339100937,0.33648379,0.334154225,0.332112241,0.330357838,0.328891017,0.327711778,0.32682012,0.326216043,0.325899548,0.325870634,0.326129302,0.326675552,0.327509383,0.328630795,0.330039789,0.331736364,0.333720521,0.33599226,0.33855158,0.341398481
17,0.361569886,0.357056924,0.352831544,0.348893745,0.345243527,0.341880891,0.338805837,0.336018364,0.333518472,0.331306162,0.329381434,0.327744287,0.326394721,0.325332737,0.324558334,0.324071513,0.323872274,0.323960616,0.324336539,0.325000044,0.325951131,0.327189798,0.328716048,0.330529879,0.332631291,0.335020285,0.337696861,0.340661017,0.343912756,0.347452076,0.351278977
18,0.343113474,0.339580512,0.336335132,0.333377333,0.330707115,0.328324479,0.326229425,0.324421951,0.32290206,0.32166975,0.320725021,0.320067874,0.319698309,0.319616325,0.319821922,0.320315101,0.321095862,0.322164204,0.323520127,0.325163632,0.327094718,0.329313386,0.331819636,0.334613467,0.337694879,0.341063873,0.344720448,0.348664605,0.352896344,0.357415664,0.362222565
19,0.325720154,0.323167192,0.320901811,0.318924012,0.317233795,0.315831159,0.314716104,0.313888631,0.31334874,0.313096429,0.313131701,0.313454554,0.314064988,0.314963004,0.316148602,0.317621781,0.319382541,0.321430883,0.323766807,0.326390311,0.329301398,0.332500066,0.335986315,0.339760146,0.343821559,0.348170552,0.352807128,0.357731285,0.362943023,0.368442343,0.374229244
20,0.309389925,0.307816963,0.306531582,0.305533783,0.304823566,0.30440093,0.304265875,0.304418402,0.304858511,0.305586201,0.306601472,0.307904325,0.30949476,0.311372776,0.313538373,0.315991552,0.318732312,0.321760654,0.325076578,0.328680083,0.332571169,0.336749837,0.341216086,0.345969917,0.35101133,0.356340324,0.361956899,0.367861056,0.374052794,0.380532114,0.387299016
21,0.294122788,0.293529826,0.293224445,0.293206646,0.293476429,0.294033793,0.294878738,0.296011265,0.297431374,0.299139064,0.301134335,0.303417188,0.305987623,0.308845639,0.311991236,0.315424415,0.319145175,0.323153517,0.327449441,0.332032946,0.336904032,0.3420627,0.347508949,0.35324278,0.359264193,0.365573187,0.372169762,0.379053919,0.386225657,0.393684977,0.401431879
22,0.279918742,0.28030578,0.2809804,0.281942601,0.283192383,0.284729747,0.286554693,0.28866722,0.291067328,0.293755018,0.29673029,0.299993143,0.303543577,0.307381593,0.311507191,0.31592037,0.32062113,0.325609472,0.330885395,0.3364489,0.342299987,0.348438655,0.354864904,0.361578735,0.368580147,0.375869141,0.383445717,0.391309874,0.399461612,0.407900932,0.416627833
23,0.266777789,0.268144827,0.269799446,0.271741647,0.27397143,0.276488794,0.279293739,0.282386266,0.285766375,0.289434065,0.293389336,0.297632189,0.302162624,0.306980639,0.312086237,0.317479416,0.323160176,0.329128518,0.335384442,0.341927947,0.348759033,0.355877701,0.36328395,0.370977781,0.378959194,0.387228188,0.395784763,0.40462892,0.413760658,0.423179978,0.43288688
24,0.254699927,0.257046965,0.259681584,0.262603785,0.265813568,0.269310932,0.273095877,0.277168404,0.281528513,0.286176203,0.291111474,0.296334327,0.301844762,0.307642778,0.313728375,0.320101554,0.326762314,0.333710656,0.34094658,0.348470085,0.356281171,0.364379839,0.372766088,0.381439919,0.390401332,0.399650326,0.409186901,0.419011058,0.429122796,0.439522116,0.450209018
25,0.243685156,0.247012194,0.250626814,0.254529015,0.258718797,0.263196161,0.267961107,0.273013634,0.278353742,0.283981432,0.289896704,0.296099557,0.302589991,0.309368007,0.316433605,0.323786784,0.331427544,0.339355886,0.347571809,0.356075314,0.364866401,0.373945069,0.383311318,0.392965149,0.402906561,0.413135555,0.423652131,0.434456288,0.445548026,0.456927346,0.468594247
26,0.233733478,0.238040516,0.242635135,0.247517336,0.252687119,0.258144483,0.263889428,0.269921955,0.276242064,0.282849754,0.289745025,0.296927878,0.304398313,0.312156329,0.320201926,0.328535105,0.337155866,0.346064207,0.355260131,0.364743636,0.374514722,0.38457339,0.39491964,0.40555347,0.416474883,0.427683877,0.439180452,0.450964609,0.463036347,0.475395667,0.488042569
27,0.224844891,0.230131929,0.235706548,0.241568749,0.247718532,0.254155896,0.260880841,0.267893368,0.275193477,0.282781167,0.290656438,0.298819291,0.307269726,0.316007742,0.325033339,0.334346518,0.343947279,0.353835621,0.364011544,0.374475049,0.385226135,0.396264803,0.407591053,0.419204884,0.431106296,0.44329529,0.455771865,0.468536022,0.481587761,0.49492708,0.508553982
28,0.217019396,0.223286434,0.229841053,0.236683254,0.243813037,0.251230401,0.258935346,0.266927873,0.275207982,0.283775672,0.292630943,0.301773796,0.311204231,0.320922247,0.330927844,0.341221023,0.351801783,0.362670125,0.373826049,0.385269554,0.39700064,0.409019308,0.421325558,0.433919388,0.446800801,0.459969795,0.47342637,0.487170527,0.501202265,0.515521585,0.530128487
29,0.210256992,0.21750403,0.22503865,0.232860851,0.240970633,0.249367997,0.258052943,0.26702547,0.276285578,0.285833268,0.29566854,0.305791393,0.316201827,0.326899843,0.337885441,0.34915862,0.36071938,0.372567722,0.384703645,0.39712715,0.409838237,0.422836905,0.436123154,0.449696985,0.463558397,0.477707391,0.492143967,0.506868124,0.521879862,0.537179182,0.552766083
30,0.204557681,0.212784719,0.221299338,0.230101539,0.239191322,0.248568686,0.258233631,0.268186158,0.278426267,0.288953957,0.299769228,0.310872081,0.322262515,0.333940531,0.345906129,0.358159308,0.370700068,0.38352841,0.396644334,0.410047839,0.423738925,0.437717593,0.451983842,0.466537673,0.481379086,0.49650808,0.511924655,0.527628812,0.54362055,0.55989987,0.576466771
